iter	Logloss
460	0.03372012496
461	0.03368389733
462	0.03358845194
463	0.03351833243
464	0.03342583763
465	0.03328961548
466	0.03323173674
467	0.03317600974
468	0.03306278796
469	0.03293555523
470	0.03288512318
471	0.03281686412
472	0.03275953928
473	0.03269427174
474	0.03257350305
475	0.03250628994
476	0.03244852687
477	0.03234249826
478	0.03223746981
479	0.03222603881
480	0.03215719775
481	0.03204073802
482	0.03198729799
483	0.03188334555
484	0.03182864931
485	0.03170723557
486	0.03163292563
487	0.03156603912
488	0.03151796102
489	0.03143772843
490	0.03135408159
491	0.03134312302
492	0.03128394035
493	0.03119158187
494	0.03109592885
495	0.03103031942
496	0.03095481937
497	0.03092151299
498	0.03088813677
499	0.03082957301
500	0.03077503187
501	0.03070405351
502	0.03064431216
503	0.03058904542
504	0.03052970731
505	0.03045042683
506	0.03038141211
507	0.03030857564
508	0.03026869841
509	0.03020728544
510	0.03007718905
511	0.03001624934
512	0.02993340699
513	0.02988507337
514	0.0298144176
515	0.02974240225
516	0.02967856718
517	0.02962602362
518	0.02952702574
519	0.02946382594
520	0.02942352032
521	0.02936696194
522	0.02931424126
523	0.02926547575
524	0.02913965583
525	0.02911639078
526	0.02906264374
527	0.0289701431
528	0.02892559432
529	0.02888447647
530	0.02880145128
531	0.02871490821
532	0.02866543397
533	0.0285771192
534	0.02852766221
535	0.02841857685
536	0.0283848448
537	0.02834467974
538	0.028268951
539	0.02818462567
540	0.02809121909
541	0.02800103547
542	0.02789085515
543	0.02781452395
544	0.02776732085
545	0.02764932715
546	0.02758791952
547	0.02752796877
548	0.02750871911
549	0.02744264323
550	0.02736788413
551	0.02735820776
552	0.02730276778
553	0.02720132433
554	0.02715967905
555	0.02711087381
556	0.02702708558
557	0.0269533887
558	0.02693199957
559	0.02688580448
560	0.02680765517
561	0.02675127051
562	0.02671352468
563	0.02663494861
564	0.02657919095
565	0.02650359874
566	0.02649216181
567	0.02645166819
568	0.02640728772
569	0.0263398747
570	0.02628902122
571	0.0262799271
572	0.02624953117
573	0.02620322871
574	0.0261383978
575	0.02612927841
576	0.02610508587
577	0.02604999384
578	0.02597323466
579	0.02590024554
580	0.02585188175
581	0.02579145411
582	0.02569056102
583	0.02560234114
584	0.02557252206
585	0.02554397003
586	0.02553503453
587	0.02545295627
588	0.02542066816
589	0.02538444504
590	0.0253257513
591	0.02528620035
592	0.02522080975
593	0.02513151117
594	0.02510916356
595	0.02503930219
596	0.02496876513
597	0.02490746297
598	0.02484839035
599	0.02477294497
600	0.02471813967
601	0.02470945547
602	0.02466275558
603	0.02457437119
604	0.02453424377
605	0.02452254645
606	0.02446723004
607	0.0244587821
608	0.02438758541
609	0.02437773567
610	0.02431036211
611	0.02425040869
612	0.02422369859
613	0.02417063259
614	0.02411336487
615	0.0240915116
616	0.02399917363
617	0.02392988596
618	0.02389099469
619	0.0238287025
620	0.02377732503
621	0.02374419906
622	0.02369677523
623	0.02360208398
624	0.02354471475
625	0.0235124623
626	0.02347448975
627	0.02343063211
628	0.02337746333
629	0.02334178675
630	0.02328066501
631	0.02323173863
632	0.0231952675
633	0.02314378764
634	0.02311512482
635	0.02306679353
636	0.02302886971
637	0.02296787865
638	0.0229478023
639	0.022855774
640	0.02283011485
641	0.02279588272
642	0.02273095516
643	0.02262486744
644	0.02258808207
645	0.02257878061
646	0.02253857089
647	0.02250661353
648	0.02249714576
649	0.02245468348
650	0.02237779295
651	0.02234798418
652	0.02227989385
653	0.02219540223
654	0.02218364526
655	0.02215596424
656	0.02211691797
657	0.02207503342
658	0.02202791225
659	0.02199408185
660	0.02197125483
661	0.02191088261
662	0.02185317906
663	0.02178502169
664	0.02175392203
665	0.02171356402
666	0.02169534578
667	0.02166331431
668	0.02160342516
669	0.02156989311
670	0.02148364648
671	0.02145762787
672	0.02140126123
673	0.02135014081
674	0.02133570402
675	0.02130818954
676	0.02128906962
677	0.02120573463
678	0.02116756279
679	0.02111459795
680	0.02105076544
681	0.02099639753
682	0.0209878758
683	0.02092986738
684	0.02090289013
685	0.02088109024
686	0.02079582715
687	0.02077478707
688	0.02072679724
689	0.02068972922
690	0.02063251816
691	0.02059074736
692	0.02053731959
693	0.02050604953
694	0.02046993759
695	0.02040958608
696	0.02037158595
697	0.02036371464
698	0.02032794191
699	0.02031574013
700	0.02028008981
701	0.02022780206
702	0.02019699672
703	0.02013827524
704	0.02007362997
705	0.02001695636
706	0.02000427552
707	0.01995594076
708	0.01990780472
709	0.01987450736
710	0.01985929738
711	0.01983049653
712	0.01979398578
713	0.01978652343
714	0.01975079117
715	0.01972678347
716	0.01970702829
717	0.01965612943
718	0.01962729117
719	0.0196090005
720	0.0195982171
721	0.01955266273
722	0.01953121288
723	0.01949471907
724	0.01943202251
725	0.01940741068
726	0.01936338931
727	0.01934210811
728	0.01929960832
729	0.0192482495
730	0.0192243405
731	0.01919029172
732	0.01917290063
733	0.01915241911
734	0.01913415457
735	0.01910835337
736	0.01907855594
737	0.01903592589
738	0.01900637802
739	0.01899281928
740	0.01893327702
741	0.01891333179
742	0.01889801991
743	0.01883184634
744	0.01882577931
745	0.01881096946
746	0.01878452553
747	0.01875731366
748	0.01870984988
749	0.01866840381
750	0.01866336907
751	0.01863657753
752	0.01859407962
753	0.01852690797
754	0.01849359522
755	0.01843867904
756	0.01842095812
757	0.018362448
758	0.01835555886
759	0.01829347436
760	0.01826893914
761	0.01825977992
762	0.01825427934
763	0.01823615766
764	0.01819838423
765	0.0181904856
766	0.0181731694
767	0.01816409212
768	0.01813752159
769	0.01810472232
770	0.01806703874
771	0.01802292708
772	0.0179848574
773	0.01797957553
774	0.01792965239
775	0.01789220008
776	0.01785674308
777	0.01780500423
778	0.01777616318
779	0.01775065607
780	0.01771084585
781	0.01766442377
782	0.0176425826
783	0.01758541183
784	0.0175653479
785	0.01754260652
786	0.01752033622
787	0.01750870971
788	0.01744164324
789	0.01742044084
790	0.01740757196
791	0.01738129284
792	0.01733165526
793	0.01727652515
794	0.01721752678
795	0.01720365973
796	0.01719500003
797	0.01717954773
798	0.01716783559
799	0.01712143575
800	0.01708396855
801	0.01705992337
802	0.01703882408
803	0.01700825802
804	0.01695672078
805	0.01691107671
806	0.0168682807
807	0.01682953781
808	0.01679334677
809	0.01675530332
810	0.01671883243
811	0.01671111926
812	0.01666024982
813	0.01660755922
814	0.01659682556
815	0.01655854254
816	0.01652990164
817	0.01649674137
818	0.01644871273
819	0.01643432992
820	0.01639302596
821	0.01634799814
822	0.01631072105
823	0.01627315921
824	0.01626739391
825	0.01624778893
826	0.01622330318
827	0.01620739607
828	0.01617615594
829	0.01615033977
830	0.01612041198
831	0.01605575007
832	0.01603071568
833	0.01596001575
834	0.01591403568
835	0.01587063861
836	0.01584915133
837	0.0158336664
838	0.01581147643
839	0.01578376456
840	0.01577678446
841	0.01575403542
842	0.01574152932
843	0.01570758898
844	0.01569090798
845	0.01565114239
846	0.01562858023
847	0.01561132201
848	0.01558758655
849	0.01555164701
850	0.01553148356
851	0.01549238503
852	0.01545191817
853	0.01542983082
854	0.01541205618
855	0.0153870574
856	0.01537109773
857	0.01533397949
858	0.01529223994
859	0.01525563335
860	0.01522882067
861	0.0151967674
862	0.01517912579
863	0.01515051168
864	0.01512030595
865	0.01510216061
866	0.01507921965
867	0.01506323618
868	0.01501788283
869	0.01499260603
870	0.01496930633
871	0.01495318098
872	0.0149368819
873	0.01488866418
874	0.01488423501
875	0.014839241
876	0.01481550883
877	0.01479526085
878	0.01477278577
879	0.0147581668
880	0.01474012577
881	0.01467969139
882	0.01465974864
883	0.01464038356
884	0.01462133337
885	0.01461922362
886	0.01460022454
887	0.01458596811
888	0.0145517067
889	0.01451004319
890	0.01449257356
891	0.01447792264
892	0.01447384359
893	0.01443478044
894	0.01441592767
895	0.01440007615
896	0.01438743851
897	0.01434743211
898	0.01432389945
899	0.01429029115
900	0.01427977949
901	0.0142674163
902	0.01421474726
903	0.01419708001
904	0.01416461461
905	0.01414032146
906	0.01411693772
907	0.01409081321
908	0.01407260881
909	0.01405787573
910	0.01404407155
911	0.01401056248
912	0.01400462577
913	0.0139872409
914	0.01394480924
915	0.01391481676
916	0.01390324751
917	0.01388238624
918	0.01384119286
919	0.0138289455
920	0.01381181096
921	0.01379468472
922	0.01377521285
923	0.01372953274
924	0.01368843872
925	0.01366807219
926	0.01365241888
927	0.01363577749
928	0.01359721238
929	0.01359152986
930	0.01355958179
931	0.01352388561
932	0.01349775442
933	0.01347064123
934	0.01344952213
935	0.01343437731
936	0.01341606092
937	0.0133911454
938	0.01337861526
939	0.01337140596
940	0.01335265016
941	0.01332022762
942	0.01329162274
943	0.013274904
944	0.01324815827
945	0.0132001664
946	0.01317748871
947	0.0131583685
948	0.01312908738
949	0.01310034529
950	0.01308353297
951	0.01304208335
952	0.01302848357
953	0.01301356412
954	0.01299320386
955	0.01298138231
956	0.012969575
957	0.01296097493
958	0.01293997243
959	0.01292615295
960	0.01291174471
961	0.01289188532
962	0.01287336468
963	0.01286173732
964	0.01284213045
965	0.01282115265
966	0.01280335214
967	0.01276886028
968	0.01274040935
969	0.01271607079
970	0.01270262767
971	0.01269547754
972	0.01268314208
973	0.01265172982
974	0.01262126388
975	0.01259342536
976	0.01256041968
977	0.01253487917
978	0.01251558695
979	0.01249004237
980	0.01246490035
981	0.01243648058
982	0.01242282482
983	0.01240854155
984	0.01240379613
985	0.01238505739
986	0.01235837406
987	0.01234281098
988	0.01231952012
989	0.01231610882
990	0.01228769713
991	0.012276079
992	0.01225434898
993	0.01222443986
994	0.01219355319
995	0.01218361487
996	0.01215738767
997	0.01213815137
998	0.01212711703
999	0.0120934355
